46391	0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.683882e-01	1.812573e+00	-8.060148e-01	-1.000000e+00	-9.219338e-01	2.262006e-02	4.653246e-05	1.000000e+00	0.000000e+00	0.000000e+00	1.005781e+00	9.990000e+02	9.990000e+02	9.990000e+02	9.716987e-01	6.831394e-01	5.206992e-01	9.856669e-01	1.074164e-01	3.537473e-07	9.999000e+03	1.000000e+00	1.000000e+00	1.972656e+03	8.886719e+00	1.109096e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	7.683882e-01	9.572222e-01	-9.568803e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+01	2.051522e-01	3.368001e-07	9.999000e+03	1.000000e+00	3.671875e+03	1.367188e+01	1.299874e-01	7.683882e-01	9.572222e-01	-6.248732e-01	6.000000e+00	1.144898e-02	7.683882e-01	-1.000000e+00	9.572222e-01	-9.568803e-01	-1.000000e+00	-9.219338e-01	-8.840077e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
14854	1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.647762e-01	3.644323e-01	-8.225248e-01	-1.000000e+00	-5.509945e-04	-1.528093e-04	1.016718e-05	1.000000e+00	0.000000e+00	0.000000e+00	5.369831e-01	9.990000e+02	9.990000e+02	9.990000e+02	7.426132e-01	3.643295e-01	3.959528e-01	7.843602e-01	7.519317e-02	3.838389e-07	9.999000e+03	0.000000e+00	1.000000e+00	8.691406e+02	6.933594e+00	1.359442e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	9.990000e+02	9.990000e+02	9.990000e+02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.414908e-01	-1.000000e+00	-5.509945e-04	-7.307436e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
35225	0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.199329e+00	9.710021e-01	-9.758212e-01	-1.000000e+00	-7.987871e-01	8.111430e-05	-5.662253e-07	0.000000e+00	1.000000e+00	5.012895e-01	1.347280e+00	9.990000e+02	9.990000e+02	9.990000e+02	1.297116e+00	6.174868e-01	2.253974e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	8.416987e-03	1.199329e+00	-1.000000e+00	9.713029e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
35437	1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.023980e+00	1.099674e-01	7.004137e-01	1.000000e+00	9.999635e-01	3.693664e-02	-3.105670e-03	1.000000e+00	0.000000e+00	0.000000e+00	1.198786e+00	1.023980e+00	-6.133342e-01	-9.244007e-01	2.706981e-01	1.534771e+00	5.324062e-01	5.786535e-01	1.319903e-01	1.216996e-06	9.999000e+03	1.000000e+00	1.000000e+00	0.000000e+00	2.109375e+01	7.843626e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	5.240202e-01	9.851088e-01	-6.765486e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+01	1.319903e-01	1.216996e-06	9.999000e+03	1.000000e+00	0.000000e+00	2.109375e+01	7.843626e-02	5.240202e-01	9.851088e-01	-6.765486e-01	0.000000e+00	1.668423e-02	1.023980e+00	1.000000e+00	6.133342e-01	9.894373e-01	-1.000000e+00	-2.187452e-06	-2.906626e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
40337	1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.433567e+00	6.109570e-02	7.217337e-01	1.000000e+00	1.462012e-04	7.346235e-05	-3.869099e-05	0.000000e+00	0.000000e+00	0.000000e+00	1.565734e+00	6.054589e-01	2.280702e-01	-1.639509e-02	1.793537e+00	7.949107e-01	5.447524e-01	3.098306e-01	1.170887e-01	4.921184e-07	9.999000e+03	1.000000e+00	-1.000000e+00	5.566406e+02	6.054688e+00	1.974460e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	9.990000e+02	9.990000e+02	9.990000e+02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.539846e-04	1.433567e+00	1.000000e+00	9.458050e-01	9.640231e-01	1.000000e+00	7.346235e-05	3.089223e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
15105	1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.983667e-01	1.480737e-01	8.050926e-01	1.000000e+00	-3.370015e-05	2.905970e-05	4.602727e-06	0.000000e+00	0.000000e+00	0.000000e+00	6.949143e-01	9.990000e+02	9.990000e+02	9.990000e+02	5.229053e-01	5.013673e-01	4.521251e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.407489e-02	8.412541e-01	-1.000000e+00	7.501916e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
13821	0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.125122e-01	1.314888e+00	-1.466730e-01	-1.000000e+00	-3.688306e-05	1.693291e-05	1.220007e-06	2.000000e+00	0.000000e+00	0.000000e+00	6.566464e-01	9.990000e+02	9.990000e+02	9.990000e+02	5.372370e-01	4.428085e-01	7.591756e-02	9.168322e-01	1.799010e-01	7.155625e-07	9.999000e+03	1.000000e+00	1.000000e+00	5.175781e+02	3.320312e+00	2.649085e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	5.125122e-01	8.011929e-01	-9.042129e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+01	1.799010e-01	7.155625e-07	9.999000e+03	1.000000e+00	5.175781e+02	3.320312e+00	2.649085e-01	5.125122e-01	8.011929e-01	-9.042129e-01	0.000000e+00	1.287678e-02	5.125122e-01	-1.000000e+00	8.011929e-01	-9.042129e-01	-1.000000e+00	-3.688306e-05	-4.866926e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
601	1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.273182e+00	5.039729e-01	-8.305426e-01	-1.000000e+00	-1.459227e-03	-6.913638e-04	3.244609e-05	1.000000e+00	0.000000e+00	0.000000e+00	1.167319e+00	9.990000e+02	9.990000e+02	9.990000e+02	1.012292e+00	9.669148e-01	5.183743e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.910110e-03	1.273182e+00	-1.000000e+00	8.766430e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
48772	1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.322078e-01	1.860334e+00	-6.399797e-01	-1.000000e+00	-4.497061e-04	-3.493000e-04	7.722471e-06	0.000000e+00	0.000000e+00	0.000000e+00	1.060758e+00	-7.322078e-01	-5.338147e-01	-7.909192e-01	8.067985e-01	9.982482e-01	3.730633e-01	9.670297e-01	1.588865e-01	5.961681e-07	9.999000e+03	1.000000e+00	1.000000e+00	5.957031e+02	4.541016e+00	2.347724e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	7.322078e-01	5.338147e-01	-4.012426e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+01	1.588865e-01	5.961681e-07	9.999000e+03	1.000000e+00	5.957031e+02	4.541016e+00	2.347724e-01	7.322078e-01	5.338147e-01	-4.012426e-01	4.000000e+00	1.070360e-02	7.241898e-01	-1.000000e+00	9.393465e-01	8.663069e-01	-1.000000e+00	-4.497061e-04	-8.053339e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
865	0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.648813e-01	2.489966e+00	-8.855052e-01	1.000000e+00	9.726924e-01	9.527583e-01	7.425635e-01	-1.000000e+00	2.300336e-01	2.052307e-01	-1.562930e-02	0.000000e+00	0.000000e+00	0.000000e+00	1.058590e+00	9.990000e+02	9.990000e+02	9.990000e+02	1.049993e+00	6.632805e-01	1.274831e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.020084e-02	9.726924e-01	-1.000000e+00	7.343986e-01	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
